Page_traffic,Unit_price,Title_Count,Description_Length,Image_Count,month,1_Star_Rating,2_Star_Rating,3_Star_Rating,5_Star_Rating,Organic Search Rank,online_cost_per_impression,4_Star_Rating,average_rating,num_unique_Search_Terms,total_clicks,num_unique_campaigns,total_cost,Online_Impressions,Segment_Makeup,Online_Clicks,Online_Cost,video_cost_per_impression,Units_sold>1000
5626.0,23.23265306,77,99,0,1,79.0,49.0,147,1864,31.0,0.017821579371049872,270,4.6,5.0,4941.0,4,43726.705717,195404,True,1462.0,3482.425717,0.01043443224601899,1
2492.0,19.27901524,75,177,0,5,58.0,50.0,153,2092,20.0,0.0,319,4.6,9.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
1469.0,26.57367387,100,209,14,3,61.0,38.0,76,1266,19.0,0.0,184,4.6,10.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
4086.0,15.04442826,151,157,10,4,118.0,80.0,196,2327,12.0,0.026915380741292003,390,4.5,2.0,5263.0,4,58008.426599,61810,False,472.0,1663.666599,0.010541854962766111,1
2761.0,25.80578512,70,148,11,12,67.0,45.0,139,2195,46.0,0.01866121364670205,319,4.6,5.0,1276.0,4,4430.545344,237419,False,1276.0,4430.545344,0.0,0
4520.0,20.99205649,87,57,4,12,10.0,0.0,0,0,37.0,0.03460378710100189,0,1.0,0.0,886.0,2,4382.950278,126660,False,886.0,4382.950278,0.0,1
2819.0,21.08682927,72,129,10,1,35.0,25.0,73,1036,3.0,0.020000214881321362,161,4.6,0.0,5783.0,2,62559.340746,50008,False,404.0,1000.190746,0.009999826186456125,1
3830.0,17.61239079,77,99,0,7,53.0,30.0,94,1794,36.0,0.0,230,4.7,4.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
4831.0,28.86602871,77,99,0,2,79.0,49.0,147,1864,48.0,0.03336945801833433,270,4.6,6.0,7228.0,2,66957.427332,161772,True,1849.0,5398.277332,0.009999826186456125,1
1336.0,17.11967546,87,60,14,6,56.0,39.0,104,1145,3.0,0.0,189,4.5,3.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
2851.0,19.70451694,89,68,10,11,14.0,0.0,0,303,23.0,0.023075454181337076,0,4.8,6.0,6106.0,2,64750.877596,138316,False,727.0,3191.727596,0.009999826186456125,1
1935.0,21.13953488,163,158,0,5,91.0,69.0,188,2548,31.0,0.0229212898174127,395,4.6,9.0,803.0,2,2655.087606,115834,True,803.0,2655.087606,0.0,0
3969.0,17.3826484,83,109,0,4,65.0,53.0,126,1430,7.0,0.0,232,4.5,0.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
1066.0,33.56778679,85,62,3,10,34.0,21.0,64,692,3.0,0.0,96,4.5,6.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
898.0,22.7381295,72,129,10,8,35.0,25.0,73,1036,28.0,0.0,161,4.6,0.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
2956.0,19.0009542,110,209,9,1,46.0,29.0,50,255,5.0,0.007693561230085217,53,4.0,4.0,681.0,2,1557.369132,202424,True,681.0,1557.369132,0.0,1
5678.0,22.03170732,86,65,12,2,73.0,69.0,180,2546,8.0,0.02310863638567161,391,4.6,6.0,6836.0,2,64797.127127,152647,True,1275.0,3527.487127,0.009728074352329837,1
3239.0,20.95850622,77,98,0,8,25.0,18.0,62,532,16.0,0.0,107,4.5,4.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
2319.0,22.81665393,73,92,0,3,97.0,62.0,195,2392,21.0,0.0035693720552685726,375,4.6,8.0,392.0,2,992.2425989,277987,True,392.0,992.2425989,0.0,1
4071.0,13.70009551,124,221,9,2,74.0,57.0,133,1686,3.0,0.0,255,4.6,2.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
1456.0,26.93006993,81,108,6,1,42.0,30.0,64,870,20.0,0.0,140,4.5,7.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
3353.0,12.62804477,167,158,0,8,14.0,9.0,0,533,31.0,0.0,74,4.8,3.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
3326.0,17.65163399,111,209,13,6,60.0,32.0,65,509,14.0,0.019756845766246846,89,4.3,2.0,1962.5,4,6593.076757500001,333710,False,1962.5,6593.076757500001,0.0,1
3180.0,19.49579832,127,221,7,1,0.0,0.0,0,0,10.0,0.008697098012951326,0,0.0,4.0,1608.0,2,2902.317275,333710,True,1608.0,2902.317275,0.0,0
2790.0,11.22348754,127,221,7,10,59.0,38.0,105,1229,15.0,0.02223876570316543,208,4.5,0.0,7559.0,4,81166.18999299999,185503,True,1184.0,4125.379993,0.010217988085505517,1
4133.0,24.78559028,126,221,9,4,128.0,95.0,273,3762,16.0,0.028256711285724864,588,4.6,6.0,5564.0,4,59397.841141000004,108047,True,773.0,3053.081141,0.010541854962766111,1
2264.0,20.74175824,126,221,12,7,133.0,74.0,223,3399,32.0,0.0,459,4.6,12.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
3313.0,36.8129771,164,158,0,11,51.0,27.0,86,1288,10.0,0.01949476603225488,153,4.6,4.0,11590.0,2,115318.93501,212742,True,1281.0,4147.37501,0.012052667150486772,0
2564.0,38.004656739999994,88,61,9,9,70.0,41.0,116,1330,11.0,0.0,198,4.5,3.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
3340.0,25.40034513,90,62,7,11,157.0,105.0,268,3176,18.0,0.019649943284795243,544,4.5,5.0,786.0,4,4544.953282,231295,True,786.0,4544.953282,0.0,1
4233.0,24.43904518,111,209,13,11,74.0,45.0,97,843,24.0,0.019756845766246846,153,4.4,6.0,1600.0,4,6593.076757500001,333710,False,1600.0,6593.076757500001,0.0,1
2513.0,16.94074074,117,209,12,2,38.0,20.0,40,417,23.0,0.009928342240430599,65,4.4,4.0,5756.0,2,62551.5275203,99953,False,377.0,992.3775203,0.009999826186456125,0
931.0,14.97350993,126,205,8,8,156.0,103.0,252,4097,39.0,0.0,571,4.6,13.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
3886.0,18.87811388,152,186,9,2,75.0,61.0,157,1962,16.0,0.020093202047557497,293,4.6,4.0,709.0,2,1958.725522,97481,False,709.0,1958.725522,0.0,1
1407.0,8.018817204,84,58,7,2,0.0,0.0,0,0,18.0,0.011998672056077828,0,0.0,0.0,6167.0,4,63101.177296,152644,False,606.0,1831.537296,0.009728074352329837,0
3757.0,18.45014881,110,116,8,4,52.0,47.0,105,1541,34.0,0.0,222,4.6,3.0,3479.0,0,40244.28,0,False,0.0,0.0,0.01043443224601899,1
1756.0,15.44147844,122,209,14,4,78.0,56.0,142,1744,4.0,0.0,283,4.5,5.0,4330.0,0,56344.76,0,True,0.0,0.0,0.010541854962766111,1
3101.0,21.25935162,84,58,5,2,19.0,0.0,0,0,18.0,0.0,0,1.0,4.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
3583.0,24.59339835,161,158,0,6,56.0,45.0,140,2499,35.0,0.0,333,4.7,4.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
3017.0,20.00810811,113,209,13,9,103.0,80.0,200,2276,36.0,0.0,409,4.5,0.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
3080.0,36.79086116,137,123,16,10,29.0,16.0,42,650,16.0,0.020806214588307788,105,4.6,5.0,478.0,4,1350.63542,64914,True,478.0,1350.63542,0.0,1
5945.0,22.23092269,67,125,11,9,31.0,38.0,89,722,28.0,0.0,154,4.4,8.0,11303.0,0,118307.34,0,True,0.0,0.0,0.011841985070015021,1
2332.0,33.42056075,84,63,8,7,38.0,25.0,80,1247,31.0,0.015187652225509227,172,4.6,4.0,627.0,4,1791.732896,117972,True,627.0,1791.732896,0.0,0
4019.0,20.22826087,110,116,8,12,52.0,47.0,105,1541,18.0,0.02073536540061938,222,4.6,4.0,859.0,2,3039.763097,146597,False,859.0,3039.763097,0.0,1
237.0,20.90566038,81,165,0,6,57.0,47.0,123,1270,3.0,0.0,210,4.5,2.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
5893.0,18.0,80,89,0,8,67.0,51.0,153,2612,3.0,0.02266464733459134,356,4.7,8.0,7036.0,2,79346.89253699999,101747,True,661.0,2306.082537,0.010217988085505517,1
3105.0,23.27955801,126,221,8,6,82.0,57.0,180,1717,10.0,0.05377867455444954,277,4.5,9.0,738.0,2,2706.734469,50330,True,738.0,2706.734469,0.0,0
3988.0,22.52181818,161,158,0,9,56.0,45.0,140,2466,3.0,0.0,333,4.7,1.0,11303.0,0,118307.34,0,False,0.0,0.0,0.011841985070015021,1
4052.0,19.06548043,88,64,9,4,75.0,59.0,151,1922,48.0,0.010933299014828703,302,4.6,5.0,3956.0,2,41206.464979799995,88004,True,477.0,962.1849798,0.01043443224601899,1
809.0,28.1525974,172,158,0,1,0.0,0.0,0,0,22.0,0.04235331176123378,0,0.0,0.0,4956.0,2,59143.170368,66072,False,626.0,2798.410368,0.010541854962766111,0
3564.0,16.59143969,125,221,8,9,25.0,17.0,40,494,3.0,0.01726793610225675,83,4.5,1.0,745.0,4,2714.053321,157172,False,745.0,2714.053321,0.0,1
123.0,20.09952607,125,221,8,2,0.0,0.0,0,0,18.0,0.0,0,0.0,1.0,5379.0,0,61559.15,0,False,0.0,0.0,0.009999826186456125,0
3262.0,21.29606742,125,221,8,7,106.0,78.0,233,3336,3.0,0.0,474,4.6,6.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
4441.0,18.80955994,158,158,0,12,0.0,0.0,0,0,30.0,0.0,0,0.0,0.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
5069.0,15.5833935,111,209,13,7,72.0,43.0,93,803,6.0,0.027912332411113044,146,4.4,2.0,1061.0,4,4812.365231,172409,False,1061.0,4812.365231,0.0,1
527.0,20.90566038,127,221,10,1,75.0,53.0,143,1800,18.0,0.0,285,4.6,8.0,3219.0,0,40244.28,0,True,0.0,0.0,0.01043443224601899,0
3852.0,29.35621663,90,67,13,12,0.0,0.0,0,0,24.0,0.023582440994033633,0,0.0,0.0,5491.0,2,61131.311631000004,202970,True,1161.0,4786.551631,0.010541854962766111,1
3901.0,27.71287129,75,164,0,11,90.0,60.0,152,1652,33.0,0.027688971685024034,294,4.5,0.0,822.0,4,4550.128717,164329,True,822.0,4550.128717,0.0,1
2418.0,34.84693878,126,221,9,4,147.0,111.0,273,4052,12.0,0.022939086188914073,591,4.6,10.0,7184.0,4,80977.68478899999,171622,False,1035.0,3936.874789,0.010217988085505517,1
4219.0,19.43033226,163,158,0,7,131.0,98.0,260,3434,33.0,0.0,515,4.6,5.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
5135.0,19.57142857,126,221,12,1,108.0,60.0,163,2592,15.0,0.022330106792333358,352,4.6,13.0,5063.0,2,59095.449545,123182,True,733.0,2750.689545,0.010541854962766111,1
4454.0,16.63182898,172,158,9,11,113.0,76.0,226,3256,3.0,0.03265402451071761,466,4.6,3.0,645.0,4,3503.77683,107299,False,645.0,3503.77683,0.0,1
5106.0,26.28257329,87,57,4,4,10.0,0.0,0,0,20.0,0.017933424199071946,0,1.0,0.0,5101.0,2,58764.086525,134905,False,771.0,2419.326525,0.010541854962766111,1
611.0,18.83542538,82,105,0,9,30.0,24.0,64,653,7.0,0.013334968872591973,115,4.5,0.0,11778.0,2,119296.514656,74178,True,475.0,989.174656,0.011841985070015021,0
4166.0,26.73796791,88,61,9,10,70.0,41.0,116,1330,18.0,0.0,198,4.5,6.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
3620.0,27.30039526,81,56,5,8,0.0,0.0,0,0,41.0,0.018692426309757378,0,0.0,6.0,7953.0,2,84938.584828,102957,True,717.0,1924.534828,0.011130543061140185,1
2539.0,20.43618267,126,221,12,7,133.0,74.0,223,3399,30.0,0.0,459,4.6,10.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
1900.0,20.77014218,91,62,4,10,100.0,61.0,158,1679,4.0,0.0,296,4.5,5.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
6992.0,19.31407648,111,209,13,1,36.0,15.0,0,0,5.0,0.021708812405794517,0,1.3,2.0,5279.0,4,59268.481146000006,134678,False,949.0,2923.721146,0.010541854962766111,1
4293.0,11.70410729,173,158,0,7,157.0,116.0,338,4443,5.0,0.027297244634857942,688,4.6,5.0,1247.0,4,4893.276776,179258,False,1247.0,4893.276776,0.0,1
3806.0,8.722426471,83,61,10,4,33.0,17.0,62,910,13.0,0.0,135,4.6,5.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
3173.0,22.38461538,81,105,0,3,45.0,37.0,88,1044,7.0,0.006509816558999758,172,4.5,0.0,902.0,2,1779.614592,273373,False,902.0,1779.614592,0.0,0
2799.0,18.77363897,87,60,7,12,45.0,32.0,97,1319,12.0,0.019112545379022104,215,4.6,2.0,693.0,2,2231.599911,116760,True,693.0,2231.599911,0.0,0
3166.0,22.38693035,75,177,0,12,166.0,111.0,339,4647,6.0,0.0,723,4.6,7.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
3041.0,13.68870968,127,221,8,2,89.0,63.0,158,936,25.0,0.0,227,4.3,0.0,5379.0,0,61559.15,0,True,0.0,0.0,0.009999826186456125,1
3649.0,32.70784641,154,186,9,4,25.0,21.0,44,0,14.0,0.022311333937530344,77,3.0,2.0,5259.0,2,59101.994648,123579,True,929.0,2757.234648,0.010541854962766111,1
3738.0,12.5565032,172,158,9,12,113.0,76.0,226,3256,3.0,0.030856332100665643,466,4.6,1.0,417.0,2,1543.649726,50026,False,417.0,1543.649726,0.0,0
2081.0,32.57593458,85,62,3,10,34.0,21.0,64,692,11.0,0.02211145351961311,96,4.5,4.0,814.0,4,3045.05671,137713,True,814.0,3045.05671,0.0,0
4738.0,16.47524189,89,141,6,12,99.0,72.0,194,3272,5.0,0.019838768443155682,453,4.6,4.0,4717.0,4,57336.797616,50004,False,387.0,992.037616,0.010541854962766111,1
3937.0,12.19732034,117,209,5,3,32.0,28.0,66,791,3.0,0.0,112,4.6,7.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
5517.0,16.53445636,95,67,14,11,87.0,73.0,167,1848,3.0,0.025959501685314825,308,4.5,7.0,5922.0,2,62860.733455,50138,True,543.0,1301.583455,0.009999826186456125,1
1703.0,24.65400271,118,209,8,12,55.0,38.0,83,1109,36.0,0.02080493363075283,168,4.5,0.0,685.0,4,2420.321149,116333,True,685.0,2420.321149,0.0,0
2382.0,29.07637655,88,61,9,12,40.0,24.0,62,795,24.0,0.02343746864341138,100,4.6,3.0,644.0,2,1724.73988,73588,False,644.0,1724.73988,0.0,0
2318.0,24.41531664,84,58,5,5,19.0,7.0,0,0,28.0,0.0,0,1.3,8.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
3963.0,29.06342183,75,164,0,7,59.0,44.0,108,1069,8.0,0.024719327693912774,209,4.5,1.0,997.0,4,3838.318327,155275,True,997.0,3838.318327,0.0,1
3979.0,15.48168839,89,141,6,1,99.0,72.0,194,3272,3.0,0.021060256893759125,453,4.6,4.0,3870.0,4,41297.482387,50008,False,391.0,1053.202387,0.01043443224601899,1
722.0,19.76156584,166,158,0,8,21.0,18.0,57,682,16.0,0.0,123,4.6,5.0,6375.0,0,77040.81,0,True,0.0,0.0,0.010217988085505517,0
3207.0,25.03842717,93,61,11,5,40.0,35.0,71,1083,3.0,0.0,158,4.6,2.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
4601.0,21.42668863,127,221,9,4,41.0,29.0,69,919,6.0,0.012239788565555226,121,4.6,8.0,1901.0,2,4084.552082,333710,False,1901.0,4084.552082,0.0,0
3570.0,35.26856562,137,123,16,5,29.0,16.0,42,650,35.0,0.016243459131371325,105,4.6,2.0,856.0,4,2503.571869,154127,True,856.0,2503.571869,0.0,0
2671.0,28.61281826,126,221,9,12,114.0,86.0,248,3437,18.0,0.023897402233161603,528,4.6,9.0,1076.0,4,4796.256423,200701,True,1076.0,4796.256423,0.0,1
5150.0,13.8186398,84,58,7,5,0.0,8.0,16,0,18.0,0.0176891894291208,0,2.7,0.0,718.0,4,3146.305367,177865,False,718.0,3146.305367,0.0,1
5013.0,16.47996272,114,209,3,10,131.0,90.0,275,4069,24.0,0.0,602,4.6,7.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
1533.0,20.09952607,117,209,7,12,42.0,41.0,76,1307,18.0,0.0,194,4.6,6.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
3453.0,17.43696682,87,60,7,10,45.0,32.0,97,1319,6.0,0.0,215,4.6,0.0,6375.0,0,77040.81,0,True,0.0,0.0,0.010217988085505517,1
2120.0,38.004656739999994,139,123,16,10,145.0,99.0,269,3872,17.0,0.01222761741624084,564,4.6,9.0,428.0,2,1036.131617,84736,True,428.0,1036.131617,0.0,0
838.0,19.97476341,166,158,0,9,21.0,18.0,57,682,19.0,0.0,123,4.6,2.0,10579.0,0,111171.56,0,True,0.0,0.0,0.012052667150486772,0
5184.0,17.63134518,95,67,14,4,104.0,82.0,211,2207,16.0,0.028353666656618336,380,4.5,6.0,6846.0,2,79862.538552,99518,True,697.0,2821.728552,0.010217988085505517,1
5292.0,16.24717608,80,89,0,10,102.0,72.0,199,3513,3.0,0.0,485,4.7,6.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
1579.0,15.70691995,79,58,5,7,0.0,0.0,0,0,19.0,0.0,0,0.0,0.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
813.0,19.67385943,94,59,8,6,26.0,17.0,46,533,16.0,0.0,77,4.5,3.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
2910.0,25.63771518,81,108,0,12,83.0,56.0,153,1991,38.0,0.03469017928899265,305,4.6,0.0,884.0,2,4784.365457,137916,True,884.0,4784.365457,0.0,1
2398.0,13.27411765,80,104,0,7,16.0,18.0,40,365,15.0,0.0,63,4.5,0.0,6375.0,0,77040.81,0,True,0.0,0.0,0.010217988085505517,0
750.0,15.48659004,126,205,8,9,156.0,103.0,252,4097,20.0,0.0,571,4.6,9.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
985.0,28.0257732,72,129,10,7,35.0,25.0,73,1036,3.0,0.0,161,4.6,0.0,6375.0,0,77040.81,0,False,0.0,0.0,0.010217988085505517,0
263.0,21.28395062,84,57,9,12,181.0,122.0,344,4600,14.0,0.0,681,4.6,9.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
3274.0,15.10997442,75,95,0,10,185.5,135.5,374,5093,3.0,0.025199962769499873,766,4.6,11.0,640.0,2,3140.64616,124628,True,640.0,3140.64616,0.0,1
1520.0,6.479784367,131,209,12,2,19.0,16.0,36,0,3.0,0.01215147705893085,0,2.2,5.0,5853.0,2,63224.206144,137024,True,474.0,1665.056144,0.009999826186456125,0
908.0,16.51764706,82,105,0,8,30.0,24.0,64,653,7.0,0.011352705320555188,115,4.5,0.0,10285.0,2,103725.788589,90779,True,405.0,1030.598589,0.012037634431919535,0
3692.0,23.97496947,77,98,0,10,32.0,19.0,64,605,3.0,0.02239266695284986,124,4.5,3.0,805.0,2,2556.033362,114145,True,805.0,2556.033362,0.0,1
2023.0,23.80676329,70,127,11,7,0.0,0.0,0,0,34.0,0.0,0,0.0,0.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
4722.0,22.67843632,120,196,11,12,85.0,63.0,180,2858,19.0,0.025924420571818946,406,4.6,3.0,859.0,2,3567.096573,137595,False,859.0,3567.096573,0.0,0
4522.0,16.45127119,117,209,5,2,48.0,40.0,100,1305,3.0,0.0,183,4.6,0.0,5379.0,0,61559.15,0,True,0.0,0.0,0.009999826186456125,1
4149.0,13.64927769,139,201,16,4,42.0,27.0,90,1617,20.0,0.0,226,4.7,5.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
4476.0,12.76420312,106,203,12,7,28.0,17.0,29,550,13.0,0.0,83,4.6,5.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
2860.0,21.42578125,161,158,0,7,56.0,45.0,140,2413,8.0,0.0,326,4.7,4.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
3198.0,11.98246951,83,60,12,5,29.0,22.0,65,780,11.0,0.0,124,4.6,1.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
252.0,15.61832061,81,107,0,11,36.0,23.0,44,331,23.0,0.0,78,4.3,4.0,5744.0,0,63978.2,0,False,0.0,0.0,0.009701795595400388,0
3887.0,12.60394412,75,95,0,11,156.0,116.0,315,4259,17.0,0.0,640,4.6,11.0,10309.0,0,111171.56,0,True,0.0,0.0,0.012052667150486772,1
4036.0,34.29885057,126,221,9,8,66.0,38.0,69,202,3.0,0.024752530953160826,75,3.7,3.0,914.0,4,4231.890712,170967,True,914.0,4231.890712,0.0,1
3738.0,11.74067496,129,221,7,1,19.0,10.0,25,0,3.0,0.0,0,2.1,1.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
3812.0,26.59562322,81,56,5,6,12.0,0.0,0,0,16.0,0.019756845766246846,0,1.0,0.0,1656.0,5,6593.076757500001,333710,True,1656.0,6593.076757500001,0.0,1
5328.0,11.76811594,129,221,7,6,43.0,34.0,90,776,12.0,0.029930554864282893,144,4.4,2.0,751.0,2,4017.06956,134212,False,751.0,4017.06956,0.0,1
5538.0,19.95204604,113,209,13,10,43.0,29.0,76,1515,42.0,0.0188950884991489,205,4.7,2.0,909.0,5,3696.427268,195628,True,909.0,3696.427268,0.0,1
4711.0,17.2530581,114,209,3,6,88.0,59.0,193,2974,6.0,0.02625203240500238,430,4.6,5.0,822.0,2,4800.787922,182872,True,822.0,4800.787922,0.0,1
3471.0,22.37225434,81,105,0,9,55.0,44.0,113,1359,33.0,0.022425652847239654,218,4.6,0.0,11289.0,2,113494.274568,103573,False,710.0,2322.714568,0.012052667150486772,0
1177.0,15.50201342,113,209,12,1,19.0,9.0,34,430,12.0,0.0,68,4.6,3.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
4684.0,23.09310345,161,158,0,2,56.0,45.0,140,2466,23.0,0.0,333,4.7,1.0,5561.0,0,61269.64,0,False,0.0,0.0,0.009728074352329837,1
3332.0,23.06718062,88,59,4,11,122.0,96.0,232,3004,34.0,0.025669793707078028,507,4.6,1.0,1072.0,5,5950.668898,231815,True,1072.0,5950.668898,0.0,0
1118.0,17.52877454,126,205,8,12,156.0,103.0,252,4148,25.0,0.0,571,4.6,6.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
3047.0,19.14225648,126,221,12,3,133.0,74.0,223,3399,14.0,0.01842349634530732,459,4.6,10.0,6521.0,2,78396.853025,73603,True,497.0,1356.043025,0.010217988085505517,1
2216.0,19.13057671,86,65,12,5,34.0,31.0,80,1161,21.0,0.0,180,4.6,5.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
1650.0,36.51909477,163,158,0,10,158.0,109.0,313,4326,24.0,0.019602723863521083,658,4.6,7.0,1068.0,4,5217.284559,266150,True,1068.0,5217.284559,0.0,0
3485.0,21.59553159,79,99,0,8,0.0,11.0,20,421,17.0,0.018157091872014298,74,4.7,0.0,6588.0,2,72928.834511,145484,True,776.0,2641.584511,0.009888423437479336,1
2860.0,17.85200472,127,221,7,12,61.0,39.0,108,1298,26.0,0.0,217,4.5,1.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
2132.0,22.11586639,86,116,0,11,110.0,69.0,194,2187,9.0,0.014676525668536009,389,4.5,4.0,396.0,2,994.4813793,67759,True,396.0,994.4813793,0.0,0
1994.0,35.84775087,153,186,9,10,46.0,36.0,92,881,3.0,0.023666578019606845,161,4.5,1.0,8797.0,2,99285.887565,117713,True,748.0,2785.887565,0.013017499566308176,0
427.0,23.18706294,82,105,0,1,0.0,0.0,0,0,3.0,0.0,0,0.0,8.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
1966.0,24.00183824,118,209,8,1,53.0,43.0,99,1470,16.0,0.0,228,4.6,8.0,3479.0,0,40244.28,0,True,0.0,0.0,0.01043443224601899,1
5957.0,24.42243976,81,105,0,4,112.0,75.0,209,3236,13.0,0.0,463,4.6,4.0,6149.0,0,77040.81,0,True,0.0,0.0,0.010217988085505517,1
6181.0,17.74476774,162,158,16,6,59.0,43.0,78,950,11.0,0.0,163,4.5,5.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
5286.0,24.17347622,81,108,6,2,80.0,63.0,150,2055,9.0,0.01850149149928735,310,4.6,8.0,6983.0,4,65362.520109000005,205570,True,1604.0,3803.370109,0.009999826186456125,1
3972.0,23.91130012,117,209,9,2,85.0,59.0,143,2034,42.0,0.0155910176488734,324,4.6,6.0,6397.0,4,63645.10304,152360,False,836.0,2375.46304,0.009728074352329837,1
3477.0,25.50458716,93,61,11,2,40.0,35.0,71,1083,14.0,0.0,158,4.6,2.0,5379.0,0,61559.15,0,False,0.0,0.0,0.009999826186456125,1
474.0,31.36334405,125,75,8,2,99.0,83.0,233,3114,36.0,0.06405971791065455,483,4.6,3.0,6460.0,2,64506.129128,50522,True,899.0,3236.489128,0.009728074352329837,0
4816.0,18.15718157,92,184,12,8,127.0,100.0,307,4129,25.0,0.04115774493983308,596,4.6,12.0,853.0,2,2076.120128,50442,False,853.0,2076.120128,0.0,0
2314.0,14.47901679,167,158,0,12,0.0,8.0,0,381,36.0,0.0,60,4.8,1.0,4330.0,0,56344.76,0,False,0.0,0.0,0.010541854962766111,1
1629.0,34.18778908,78,98,0,12,185.5,135.5,374,5093,32.0,0.019307141657368413,756,4.6,6.0,872.0,4,3218.4619,166697,True,872.0,3218.4619,0.0,1
2797.0,14.43594203,119,209,11,6,45.0,42.0,91,977,8.0,0.0,172,4.5,5.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
4499.0,19.81753973,106,203,12,3,50.0,21.0,53,1119,29.0,0.0,141,4.6,5.0,5744.0,0,63978.2,0,False,0.0,0.0,0.009701795595400388,1
3105.0,22.57979581,125,75,8,7,76.0,67.0,177,2316,11.0,0.0,357,4.6,2.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
3534.0,24.82389937,82,59,13,3,0.0,0.0,0,0,30.0,0.0,0,0.0,0.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
5829.0,22.01660281,120,196,11,2,59.0,46.0,123,1809,3.0,0.008863250857778136,269,4.6,10.0,1479.0,2,2957.764307,333710,False,1479.0,2957.764307,0.0,0
4598.0,11.49197145,131,209,12,12,30.0,18.0,63,307,8.0,0.0,85,4.2,4.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
1943.0,30.17528373,84,63,8,8,38.0,25.0,80,1247,20.0,0.024630756351012445,172,4.6,3.0,614.0,2,2121.397783,86127,True,614.0,2121.397783,0.0,0
4103.0,15.27426425,92,196,14,8,100.0,72.0,185,2596,3.0,0.014054752880837584,383,4.6,4.0,10603.0,4,104616.179569,136678,True,723.0,1920.989569,0.012037634431919535,1
278.0,20.90566038,81,165,0,7,49.0,43.0,99,939,24.0,0.0,159,4.5,0.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
2521.0,33.05545927,159,158,0,4,37.0,23.0,39,692,3.0,0.0,68,4.6,4.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
773.0,16.44289044,113,209,12,3,19.0,19.0,34,442,22.0,0.0059654275395956856,69,4.5,0.0,4038.0,4,41236.3663924,166305,True,559.0,992.0863924,0.01043443224601899,0
2632.0,24.03753754,81,105,0,2,59.0,44.0,113,1363,38.0,0.008524384804430598,235,4.5,0.0,5807.0,2,62544.227908,115559,False,428.0,985.077908,0.009999826186456125,0
2771.0,25.14693878,126,221,10,1,0.0,0.0,0,0,21.0,0.0,0,0.0,7.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
