Page_traffic,Unit_price,Title_Count,Description_Length,Image_Count,month,1_Star_Rating,2_Star_Rating,3_Star_Rating,5_Star_Rating,Organic Search Rank,online_cost_per_impression,4_Star_Rating,average_rating,num_unique_Search_Terms,total_clicks,num_unique_campaigns,total_cost,Online_Impressions,Segment_Makeup,Online_Clicks,Online_Cost,video_cost_per_impression,Units_sold>1000
2345.0,9.056152927,75,95,0,8,185.5,135.5,374,5093,24.0,0.0,766,4.6,9.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
5152.0,18.34904602,80,89,0,8,67.0,51.0,153,2612,11.0,0.021755290735254514,356,4.7,6.0,7913.0,2,85114.26225700001,96537,True,677.0,2100.212257,0.011130543061140185,1
3944.0,19.87984111,105,209,6,5,44.0,43.0,102,1089,42.0,0.013580419626563103,206,4.5,2.0,1962.5,2,4531.935414,333710,False,1962.5,4531.935414,0.0,1
2567.0,26.77141058,86,116,0,10,110.0,69.0,194,2187,24.0,0.0,389,4.5,2.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
3085.0,38.004656739999994,137,123,16,10,29.0,16.0,42,650,10.0,0.019111267700389373,105,4.6,5.0,467.0,4,1658.972704,86805,True,467.0,1658.972704,0.0,1
1826.0,21.67567568,81,104,0,3,110.0,82.0,229,2779,11.0,0.021754323381867124,464,4.6,5.0,6390.0,2,65933.97893499999,89902,False,646.0,1955.778935,0.009701795595400388,0
3857.0,21.44457831,67,125,11,4,11.0,0.0,0,0,30.0,0.013551332073225059,0,1.0,4.0,1171.0,2,3254.908002,240190,True,1171.0,3254.908002,0.0,0
1801.0,27.76886035,164,158,0,2,0.0,0.0,0,0,13.0,0.0,0,0.0,6.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
1376.0,29.6697417,84,62,7,7,78.0,45.0,92,931,3.0,0.0,156,4.4,3.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
6862.0,16.29127858,106,203,12,1,40.0,18.0,43,889,14.0,0.0,107,4.6,6.0,4330.0,0,56344.76,0,False,0.0,0.0,0.010541854962766111,1
4661.0,35.55060729,173,158,0,9,53.0,41.0,120,571,11.0,0.019756845766246846,181,4.2,3.0,1617.0,5,6593.076757500001,333710,False,1617.0,6593.076757500001,0.0,0
1738.0,25.57357357,90,62,7,2,128.0,91.0,218,2478,9.0,0.0,431,4.5,2.0,5379.0,0,61559.15,0,True,0.0,0.0,0.009999826186456125,0
3889.0,21.11147116,117,209,9,7,76.0,57.0,139,2003,32.0,0.0,319,4.6,12.0,6375.0,0,77040.81,0,False,0.0,0.0,0.010217988085505517,1
3200.0,13.37435897,86,65,12,7,36.0,32.0,80,1174,23.0,0.0,182,4.6,3.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
2281.0,38.004656739999994,110,116,8,3,56.0,35.0,86,1333,16.0,0.018219567473870917,225,4.6,0.0,6872.0,4,79526.65134699999,136437,False,848.0,2485.841347,0.010217988085505517,0
3473.0,20.3976834,79,58,5,3,0.0,0.0,0,0,19.0,0.0,0,0.0,0.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
2944.0,19.1875,82,186,0,4,57.0,43.0,138,1465,27.0,0.007607055118464573,225,4.6,4.0,4843.0,4,57359.016266,133330,True,513.0,1014.256266,0.010541854962766111,1
3370.0,23.95971803,64,123,12,4,163.0,120.0,307,3985,24.0,0.016435125336354623,613,4.6,11.0,6702.0,2,78665.48788,98853,True,553.0,1624.67788,0.010217988085505517,0
4633.0,15.46572104,114,209,3,10,75.0,58.0,170,2491,11.0,0.03359818893060609,369,4.6,3.0,7388.0,2,88568.50773400001,137965,True,897.0,4635.407734,0.010543214907326643,1
4175.0,14.10597826,163,158,0,12,59.0,40.0,116,1882,11.0,0.0,263,4.6,7.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
4387.0,22.44867807,84,63,9,12,27.0,16.0,49,1113,23.0,0.0,155,4.7,3.0,4330.0,0,56344.76,0,False,0.0,0.0,0.010541854962766111,1
349.0,17.19139466,91,62,12,1,39.0,33.0,55,401,20.0,0.0,84,4.3,2.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
4840.0,26.90479817,85,59,9,9,0.0,0.0,25,403,14.0,0.032043312802693166,66,4.8,0.0,11832.0,4,123037.990399,147632,False,1031.0,4730.650399,0.011841985070015021,1
2013.0,33.29878049,135,59,4,8,47.0,35.0,100,1134,31.0,0.015328551721750688,178,4.6,2.0,426.0,2,1107.073991,72222,False,426.0,1107.073991,0.0,0
4553.0,18.15043228,173,158,0,9,183.0,130.0,372,4963,3.0,0.019605389254012725,763,4.6,5.0,577.0,4,1497.498842,76381,False,577.0,1497.498842,0.0,1
642.0,38.004656739999994,163,158,0,11,105.0,82.0,221,3087,25.0,0.0,471,4.6,5.0,5744.0,0,63978.2,0,True,0.0,0.0,0.009701795595400388,0
3636.0,23.96879064,64,123,12,1,147.0,109.0,274,3594,31.0,0.01382625036973008,556,4.6,10.0,5105.0,2,58392.164981,148080,True,775.0,2047.404981,0.010541854962766111,0
980.0,26.14750542,117,209,12,8,83.0,56.0,146,2063,7.0,0.03685025059933155,320,4.6,7.0,10559.0,2,104801.07127100001,57146,False,679.0,2105.881271,0.012037634431919535,0
4831.0,27.16028226,85,58,8,4,97.0,73.0,187,2160,17.0,0.017300439281809944,337,4.5,13.5,1601.0,2,4256.997991,246062,False,1601.0,4256.997991,0.0,0
7324.5,19.24501062,83,109,0,1,93.0,75.0,180,2203,14.0,0.014682761211802897,360,4.5,3.0,5756.0,4,59587.609324000005,220860,True,1426.0,3242.849324,0.010541854962766111,1
3613.0,16.80952381,114,209,10,7,40.0,22.0,49,853,42.0,0.0,119,4.6,5.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
146.0,21.2983871,82,105,0,1,0.0,0.0,0,0,3.0,0.0,0,0.0,8.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
2933.0,29.60458453,89,62,5,8,38.0,27.0,56,889,24.0,0.019372939594420782,127,4.6,5.0,8044.0,2,85529.413104,129838,False,808.0,2515.363104,0.011130543061140185,1
30.0,20.90566038,117,209,9,2,24.0,17.0,0,0,41.0,0.0,106,3.3,3.0,5379.0,0,61559.15,0,True,0.0,0.0,0.009999826186456125,0
2375.0,27.54698795,126,221,9,9,120.0,97.0,215,3166,3.0,0.026208467808097023,472,4.6,5.0,12234.0,2,133277.214943,95318,False,677.0,2498.164943,0.011973061971253822,0
2345.0,9.056152927,139,201,16,8,65.0,42.0,122,2235,3.0,0.0,295,4.7,0.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
2748.0,25.35420099,85,58,8,12,185.5,135.5,374,5093,3.0,0.0,766,4.6,11.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
3272.0,27.11573237,92,184,12,12,83.0,69.0,210,2856,25.0,0.019212167802689716,412,4.6,6.0,1124.0,2,3974.267456,206861,False,1124.0,3974.267456,0.0,0
3860.0,11.7130162,131,209,12,10,29.0,18.0,61,250,24.0,0.0,81,4.2,3.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
2601.0,19.23692308,90,62,7,4,70.0,61.0,139,1418,20.0,0.007817366232882124,248,4.5,5.0,1115.0,2,2572.24182,329041,True,1115.0,2572.24182,0.0,0
2743.0,16.09809028,167,158,0,6,0.0,0.0,0,228,14.0,0.0,38,4.9,2.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
800.0,31.41137124,73,92,0,1,112.0,76.0,230,3019,32.0,0.021329603374284755,453,4.6,3.0,4911.0,2,58879.570065,118839,True,581.0,2534.810065,0.010541854962766111,0
1329.0,25.3258216,127,221,8,4,47.0,35.0,96,1176,24.0,0.0,188,4.6,0.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
1820.0,13.89663866,92,61,14,7,72.0,49.0,93,1334,28.0,0.0,221,4.5,5.0,6375.0,0,77040.81,0,True,0.0,0.0,0.010217988085505517,1
4146.0,25.16344828,79,100,0,2,108.0,81.0,213,2808,3.0,0.011619088656317467,416,4.6,6.0,6583.0,5,64384.621884,243174,False,1204.0,2825.471884,0.009999826186456125,1
1560.0,21.90327381,72,129,10,7,35.0,25.0,73,1036,3.0,0.0,161,4.6,2.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
3174.0,26.67020024,137,209,13,12,28.0,17.0,61,1034,12.0,0.0,130,4.7,7.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
3388.0,4.090814196,139,201,16,5,45.0,29.0,96,1654,16.0,0.0,232,4.7,6.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
3189.0,22.80574163,92,184,12,11,81.0,67.0,206,2767,25.0,0.026406329028128176,398,4.6,8.0,5942.0,2,62961.69576,53113,False,563.0,1402.54576,0.009999826186456125,1
6161.0,16.23110285,115,209,11,7,41.0,40.0,87,916,16.0,0.0,161,4.5,5.0,6375.0,0,77040.81,0,False,0.0,0.0,0.010217988085505517,1
2250.0,17.25961538,85,209,11,1,0.0,0.0,0,0,19.0,0.0,0,0.0,0.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
1463.0,22.34129213,84,63,8,7,14.0,9.0,35,577,27.0,0.0,79,4.7,2.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
7324.5,31.94189602,173,158,0,1,18.0,21.0,34,0,18.0,0.01947777629089856,0,2.2,0.0,1962.5,2,4036.184803,207219,False,1962.5,4036.184803,0.0,0
4028.0,31.55285541,135,59,4,9,47.0,32.0,100,1134,8.0,0.025045130324846853,178,4.6,2.0,12760.0,4,136098.05964300002,212376,False,1203.0,5319.009643,0.011973061971253822,0
4837.0,17.24814815,88,59,4,11,71.0,64.0,146,1764,3.0,0.02161005099742712,312,4.5,0.0,6231.0,2,64658.441904,143418,True,852.0,3099.291904,0.009999826186456125,1
994.0,20.09952607,140,139,16,6,28.0,21.0,52,583,18.0,0.0,94,4.5,0.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
1969.0,23.54456654,118,209,12,10,44.0,33.0,108,1621,3.0,0.0,220,4.6,8.0,6491.0,0,83933.1,0,True,0.0,0.0,0.010543214907326643,0
4568.0,22.89316239,67,125,11,4,64.0,55.0,146,1454,48.0,0.017856009469352938,278,4.5,6.0,5468.0,4,58605.670063000005,126618,True,677.0,2260.910063,0.010541854962766111,1
2933.0,20.21474878,70,127,11,4,0.0,0.0,0,0,32.0,0.017504681380188822,0,0.0,0.0,4207.0,4,42580.454777,133459,False,728.0,2336.174777,0.01043443224601899,1
5044.0,16.83046286,92,59,6,12,22.0,17.0,50,830,6.0,0.03701813290783648,119,4.7,2.0,690.0,4,3294.39172,88993,False,690.0,3294.39172,0.0,1
5358.0,14.28677463,86,62,8,6,168.0,134.0,374,5077,6.0,0.0432778466568815,766,4.6,7.0,721.0,2,3302.359367,76305,True,721.0,3302.359367,0.0,1
4742.0,12.67584994,163,158,0,9,58.0,40.0,116,1882,18.0,0.0174312011580346,263,4.6,9.0,11480.0,2,113847.876901,153535,False,901.0,2676.316901,0.012052667150486772,1
3958.0,21.98043728,81,105,0,5,70.0,52.0,149,2357,15.0,0.0,336,4.6,6.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
4477.0,35.18076581,137,123,16,6,29.0,16.0,42,650,41.0,0.0235130637340348,105,4.6,3.0,991.0,4,5193.3539,220870,True,991.0,5193.3539,0.0,1
3732.0,16.07575758,89,68,10,5,0.0,0.0,0,0,23.0,0.0,0,0.0,6.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
5507.0,21.75919213,161,158,0,11,105.0,77.0,202,3720,36.0,0.01799858884441851,491,4.7,4.0,780.0,2,4380.100584,243357,False,780.0,4380.100584,0.0,1
4309.0,17.11340815,75,95,0,8,121.0,96.0,250,3369,31.0,0.0,517,4.6,11.0,6375.0,0,77040.81,0,True,0.0,0.0,0.010217988085505517,1
530.0,20.90566038,80,104,0,9,104.0,64.0,192,2933,3.0,0.02012311806444211,453,4.6,6.0,671.0,4,2280.170631,113310,True,671.0,2280.170631,0.0,0
2540.0,20.42320819,84,58,5,2,19.0,7.0,0,0,27.0,0.0,0,1.3,6.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
4140.0,22.45314506,81,108,0,11,80.0,65.0,167,2218,28.0,0.0,349,4.6,1.0,10309.0,0,111171.56,0,True,0.0,0.0,0.012052667150486772,0
3225.0,21.92063492,81,108,6,8,80.0,63.0,150,2055,35.0,0.02355146196673823,310,4.6,10.0,6399.0,2,72579.96127100001,97348,True,587.0,2292.711271,0.009888423437479336,0
5040.0,15.75755229,114,209,3,1,0.0,0.0,0,0,3.0,0.0,0,0.0,6.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
2211.0,38.004656739999994,79,100,0,4,185.5,130.0,374,4458,26.0,0.0,708,4.6,8.0,3479.0,0,40244.28,0,True,0.0,0.0,0.01043443224601899,0
3050.0,19.92778993,79,99,0,5,0.0,0.0,20,385,11.0,0.0,74,4.8,3.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
2181.0,11.82982792,160,158,0,3,80.0,60.0,165,2269,21.0,0.0,333,4.6,9.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
5065.0,17.82523617,114,209,7,7,0.0,0.0,0,0,45.0,0.024289237190593258,0,0.0,5.0,1204.0,4,5621.768237,231450,True,1204.0,5621.768237,0.0,1
4546.0,13.12776588,114,209,3,7,75.0,58.0,170,2491,18.0,0.0,369,4.6,7.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
2557.0,32.59108527,85,123,7,2,43.0,23.0,45,523,29.0,0.007642648180611367,100,4.4,5.0,1306.0,2,2550.435767,333710,True,1306.0,2550.435767,0.0,0
2107.0,16.80259222,126,221,8,9,175.0,125.0,342,4689,29.0,0.020940970248613106,700,4.6,13.5,11978.0,2,120855.332555,121674,False,675.0,2547.992555,0.011841985070015021,1
2563.0,29.12410842,135,59,4,10,47.0,32.0,100,1134,20.0,0.026157028393138323,178,4.6,3.0,12146.0,2,128861.371961,120028,False,733.0,3139.601961,0.012121098793180927,0
3281.0,23.40117994,125,221,7,7,0.0,0.0,0,0,28.0,0.0,0,0.0,1.0,6375.0,0,77040.81,0,True,0.0,0.0,0.010217988085505517,1
1523.0,20.14682981,79,58,5,1,0.0,0.0,0,0,19.0,0.0,0,0.0,0.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
4237.0,30.31122449,90,67,13,7,0.0,0.0,0,0,23.0,0.0,0,0.0,2.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
3284.0,29.57450797,90,67,13,3,0.0,0.0,0,0,8.0,0.018192269484852162,0,0.0,1.0,6278.0,2,65627.747651,90672,True,534.0,1649.547651,0.009701795595400388,1
4453.0,24.94983642,77,99,0,12,64.0,42.0,125,1669,49.0,0.017992871438952722,235,4.6,6.0,1627.0,2,5125.323408,284852,True,1627.0,5125.323408,0.0,0
4647.0,16.96276596,110,116,8,7,52.0,47.0,105,1541,20.0,0.0,222,4.6,0.0,6375.0,0,77040.81,0,False,0.0,0.0,0.010217988085505517,1
4739.0,29.80286169,75,164,0,5,59.0,44.0,108,1069,43.0,0.0219247632982803,209,4.5,0.0,1017.0,4,3859.174911,176018,True,1017.0,3859.174911,0.0,1
3251.0,29.78628389,81,108,6,12,96.0,69.0,156,2201,6.0,0.02414338932730336,354,4.6,3.0,1412.0,5,6593.076757500001,273079,True,1412.0,6593.076757500001,0.0,1
883.0,17.23376623,70,127,11,7,0.0,0.0,0,0,41.0,0.0,0,0.0,0.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
1963.0,9.103092784,172,158,9,7,46.0,26.0,84,1306,3.0,0.0,177,4.6,4.0,6375.0,0,77040.81,0,False,0.0,0.0,0.010217988085505517,0
3125.0,16.09925094,89,68,10,5,70.0,45.0,115,1532,12.0,0.024402963132347577,246,4.6,2.0,446.0,4,1739.492018,71281,False,446.0,1739.492018,0.0,1
3232.0,20.05631244,86,65,9,3,0.0,0.0,0,0,19.0,0.016374254837825317,0,0.0,0.0,6683.0,2,78772.895051,105780,True,659.0,1732.085051,0.010217988085505517,1
428.0,26.63679245,78,98,0,4,105.0,72.0,177,2481,26.0,0.006032550916898539,377,4.6,8.0,489.0,2,1101.374886,182571,True,489.0,1101.374886,0.0,0
4297.0,20.5529661,161,158,0,2,56.0,45.0,140,2466,15.0,0.0,333,4.7,1.0,5379.0,0,61559.15,0,False,0.0,0.0,0.009999826186456125,1
1987.0,27.4676354,78,98,0,8,120.0,83.0,217,3122,10.0,0.019835748134791435,451,4.6,5.0,6651.0,4,73004.390451,136981,True,839.0,2717.140451,0.009888423437479336,0
3337.0,22.90154867,153,186,9,8,59.0,36.0,106,1118,45.0,0.0,187,4.5,3.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
3553.0,16.81652767,80,104,0,6,32.0,18.0,40,365,12.0,0.020634703823619625,63,4.4,1.0,1528.0,4,6593.076757500001,319513,True,1528.0,6593.076757500001,0.0,1
3103.0,31.25754527,74,62,10,9,32.0,33.0,99,1694,18.0,0.0,223,4.7,5.0,10801.0,0,118307.34,0,False,0.0,0.0,0.011841985070015021,0
3826.0,32.3171188,75,164,0,12,94.0,65.0,162,1787,14.0,0.028528120390558877,313,4.5,1.0,1114.0,4,5089.730487,178410,True,1114.0,5089.730487,0.0,1
4403.0,21.88706625,83,54,8,1,0.0,0.0,0,0,19.0,0.014621063460507212,0,0.0,0.0,4179.0,2,42480.045298,152913,True,700.0,2235.765298,0.01043443224601899,1
2577.0,34.55419847,137,123,16,5,16.0,10.0,37,483,17.0,0.010359577413220437,72,4.6,0.0,1178.0,2,2407.855859,232427,True,1178.0,2407.855859,0.0,0
2773.0,11.51944685,91,62,4,9,71.0,40.0,90,1037,17.0,0.0,184,4.5,5.0,11557.0,0,130779.05,0,True,0.0,0.0,0.011973061971253822,1
1135.416886,23.77570093,86,65,9,2,0.0,0.0,0,0,19.0,0.018774265560259667,0,0.0,0.0,5822.0,2,63222.080572,88574,True,443.0,1662.930572,0.009999826186456125,0
2616.0,18.95437262,113,166,13,3,66.0,48.0,126,1373,39.0,0.019928169648829434,236,4.5,5.0,6585.0,2,78470.855454,71759,True,561.0,1430.045454,0.010217988085505517,1
5092.0,22.58163894,86,65,12,8,73.0,70.0,200,2596,23.0,0.02348731122438189,399,4.6,10.0,1099.0,4,3331.510686,141842,True,1099.0,3331.510686,0.0,1
234.0,24.93333333,105,209,0,11,33.0,31.0,94,1363,3.0,0.0,232,4.6,4.0,5379.0,0,61559.15,0,False,0.0,0.0,0.009999826186456125,0
276.0,31.39170507,84,62,7,6,61.0,33.0,54,296,29.0,0.0,66,4.0,5.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
1017.970525,28.05139186,78,98,0,4,105.0,72.0,177,2481,18.0,0.006687511180900692,377,4.6,6.0,476.0,2,1096.651521,163984,True,476.0,1096.651521,0.0,0
1945.0,15.98595041,92,196,14,5,93.0,69.0,168,2345,3.0,0.0,349,4.6,3.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
2458.0,23.28070175,85,62,3,5,34.0,21.0,64,692,3.0,0.033005101457928086,96,4.5,0.0,556.0,2,1713.723883,51922,True,556.0,1713.723883,0.0,1
3346.0,17.0727991,127,221,7,11,61.0,39.0,108,1298,13.0,0.020734049463115023,217,4.5,0.0,10744.0,2,113075.484826,91825,True,435.0,1903.924826,0.012052667150486772,1
2554.0,19.97013487,126,149,9,11,185.5,135.5,374,5093,4.0,0.01971430677877982,766,4.6,12.0,404.0,2,985.8927677,50008,False,404.0,985.8927677,0.0,1
1632.0,26.34261242,118,209,8,6,74.0,52.0,125,1848,3.0,0.01878001317420335,291,4.6,8.0,403.0,2,939.413819,50021,True,403.0,939.413819,0.0,0
1114.0,25.20786517,81,104,0,1,110.0,82.0,229,2779,7.0,0.025068971275742178,464,4.6,5.0,4210.0,2,42587.60209,93474,False,731.0,2343.32209,0.01043443224601899,0
1273.0,15.91898148,92,61,14,2,62.0,38.0,66,946,10.0,0.0,158,4.5,2.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
3118.0,23.28813559,81,56,5,9,12.0,0.0,0,0,14.0,0.019245575256437095,0,1.0,1.0,484.0,4,1287.105582,66877,True,484.0,1287.105582,0.0,1
4391.0,19.18311404,75,177,0,4,109.0,78.0,244,3359,3.0,0.0,517,4.6,9.0,3479.0,0,40244.28,0,False,0.0,0.0,0.01043443224601899,0
1614.0,20.09952607,79,99,0,1,46.0,22.0,42,409,30.0,0.0,77,4.3,4.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
3504.0,18.38422206,141,123,16,10,104.0,74.0,213,2706,8.0,0.0,424,4.6,0.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
2365.0,20.36646586,64,123,12,5,90.0,72.0,172,2240,8.0,0.0,344,4.6,8.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
4805.0,23.11338885,75,164,0,10,36.0,28.0,80,657,43.0,0.0,132,4.4,1.0,11413.0,0,125721.77,0,True,0.0,0.0,0.012121098793180927,1
4608.0,29.1492865,75,164,0,7,34.0,28.0,80,657,10.0,0.0,121,4.5,0.0,0.0,0,0.0,0,True,0.0,0.0,0.0,0
4663.0,13.66446402,88,59,4,10,71.0,64.0,146,1764,5.0,0.0,312,4.5,2.0,9522.0,0,102695.19,0,True,0.0,0.0,0.012037634431919535,1
1444.0,3.628938740000004,129,209,8,5,77.0,63.0,167,2093,12.0,0.0,336,4.6,4.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
2552.0,35.86869871,139,123,16,10,94.0,67.0,183,2570,4.0,0.02675032365180467,363,4.6,5.0,12405.0,4,130131.56085400001,164849,True,992.0,4409.790854,0.012121098793180927,0
3373.0,14.6504065,117,209,5,9,82.0,64.0,167,2005,4.0,0.0,303,4.6,6.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
3372.0,10.61665053,115,209,11,8,46.0,42.0,100,1119,15.0,0.013996222251889711,191,4.5,4.0,6452.0,5,72488.841764,157298,False,640.0,2201.591764,0.009888423437479336,1
5478.0,22.25297297,81,105,0,4,58.0,42.0,124,2037,28.0,0.011321149899164246,289,4.6,8.0,1591.0,2,3777.992254,333710,True,1591.0,3777.992254,0.0,0
700.0,25.992,125,75,8,3,99.0,83.0,233,3114,35.0,0.044762993359655424,483,4.6,6.0,4068.0,2,42738.47399,55719,True,589.0,2494.19399,0.01043443224601899,0
1496.0,38.004656739999994,66,124,12,8,79.0,64.0,168,2252,3.0,0.01597097965673703,350,4.6,0.0,7918.0,2,85037.972397,126724,False,682.0,2023.922397,0.011130543061140185,0
4454.0,19.84338293,82,186,0,2,57.0,42.0,128,1464,51.0,0.010843713643831703,224,4.6,5.0,5906.0,4,63077.161473,139989,True,527.0,1518.011473,0.009999826186456125,1
1974.0,24.48324742,118,209,8,11,55.0,38.0,83,1109,19.0,0.012446437863318076,168,4.5,0.0,391.0,2,954.5048733,76688,True,391.0,954.5048733,0.0,0
4862.0,16.53206483,125,221,8,5,48.0,42.0,100,1026,4.0,0.0,190,4.5,5.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
2423.0,20.12591241,166,158,0,7,23.0,20.0,66,1076,36.0,0.021214990938098276,173,4.7,4.0,781.0,2,2825.730718,133194,True,781.0,2825.730718,0.0,0
3078.0,16.14478873,85,62,3,10,18.0,12.0,35,412,14.0,0.0,50,4.6,2.0,6491.0,0,83933.1,0,True,0.0,0.0,0.010543214907326643,1
2934.0,21.12977602,83,54,8,7,0.0,0.0,0,0,19.0,0.0,0,0.0,0.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
3465.0,28.31524927,152,186,10,12,108.0,85.0,232,3402,12.0,0.018820653194390337,511,4.6,5.0,565.0,2,1739.254203,92411,True,565.0,1739.254203,0.0,1
1935.0,26.82783229,110,209,9,8,145.0,81.0,229,2542,28.0,0.05197829707054407,410,4.5,9.0,1604.0,2,6313.076049,121455,True,1604.0,6313.076049,0.0,1
3034.0,21.93193717,76,97,0,9,65.0,57.0,196,2294,3.0,0.020913001884221818,383,4.6,4.0,776.0,4,2885.743304,137987,True,776.0,2885.743304,0.0,0
2965.0,16.09624198,87,60,7,10,45.0,32.0,97,1319,11.0,0.0,215,4.6,2.0,9522.0,0,102695.19,0,True,0.0,0.0,0.012037634431919535,1
5650.0,14.84731442,91,54,8,9,15.0,0.0,0,0,7.0,0.022932533730466432,0,1.0,0.0,11220.0,2,113685.401415,109618,False,641.0,2513.841415,0.012052667150486772,1
5294.0,13.69216975,131,209,12,4,25.0,16.0,54,225,3.0,0.01138333275847865,56,4.2,1.0,4999.0,4,58417.380312,182074,True,669.0,2072.620312,0.010541854962766111,1
4541.0,18.11697449,110,116,8,3,52.0,47.0,105,1541,33.0,0.0,222,4.6,5.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
3429.0,12.69329073,80,104,0,11,22.0,18.0,40,365,3.0,0.03759273110527112,63,4.4,0.0,11055.0,2,113903.762104,72678,True,746.0,2732.202104,0.012052667150486772,1
3363.0,22.13248112,127,221,7,9,0.0,0.0,0,0,27.0,0.0,0,0.0,2.0,0.0,0,0.0,0,True,0.0,0.0,0.0,1
2149.0,15.56754032,117,209,12,4,25.0,12.0,20,170,29.0,0.0,0,4.2,3.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
4288.0,15.36059057,84,58,7,3,0.0,0.0,0,0,18.0,0.011062443794655966,0,0.0,0.0,6416.0,4,65786.599812,163471,False,672.0,1808.399812,0.009701795595400388,1
4848.0,18.7171875,83,109,0,5,102.0,80.0,199,2508,9.0,0.021278341916878347,403,4.6,0.0,1221.0,4,3962.21877,186208,True,1221.0,3962.21877,0.0,1
5473.0,14.84655776,129,221,7,2,73.0,53.0,135,1499,30.0,0.02041914730810811,257,4.5,3.0,6090.0,2,63447.921126,92499,False,711.0,1888.771126,0.009999826186456125,1
1976.0,17.07015306,75,177,0,8,87.0,69.0,199,2786,21.0,0.0,431,4.6,8.0,6375.0,0,77040.81,0,False,0.0,0.0,0.010217988085505517,0
3727.0,18.14527363,76,97,0,7,53.0,51.0,163,1895,19.0,0.026133105695472437,298,4.6,3.0,1266.0,4,5822.220751,222790,True,1266.0,5822.220751,0.0,1
2018.0,6.9375,129,209,8,2,73.0,59.0,150,1799,11.0,0.0,296,4.6,6.0,0.0,0,0.0,0,False,0.0,0.0,0.0,0
3017.0,20.00810811,125,221,8,9,106.0,78.0,233,3336,22.0,0.0,474,4.6,5.0,0.0,0,0.0,0,False,0.0,0.0,0.0,1
1107.0,25.90042553,126,221,9,2,0.0,0.0,0,0,41.0,0.00555813201058787,0,0.0,1.0,432.0,2,1003.709711,180583,False,432.0,1003.709711,0.0,1
4719.0,18.80131363,127,221,9,5,41.0,29.0,69,919,9.0,0.010957393552508857,121,4.6,8.0,1655.0,2,3207.261965,292702,False,1655.0,3207.261965,0.0,0
5478.0,22.25297297,81,108,0,4,63.0,45.0,116,1533,24.0,0.01135384529428158,246,4.6,4.0,1602.0,2,3788.903067,333710,True,1602.0,3788.903067,0.0,0
5722.0,21.1118665,118,209,12,4,28.0,23.0,62,1111,3.0,0.010495847009786724,146,4.7,9.0,977.0,2,2004.423391,190972,True,977.0,2004.423391,0.0,1
4993.0,16.06214689,90,62,2,2,84.0,54.0,161,2538,3.0,0.014988905107781864,351,4.6,3.0,6514.0,4,63866.272252,153921,False,1135.0,2307.122252,0.009999826186456125,1
2725.0,24.66479401,118,209,12,10,44.0,33.0,108,1621,16.0,0.01661981707762716,220,4.6,7.0,7172.0,4,78950.992056,114933,True,797.0,1910.182056,0.010217988085505517,1
3653.0,23.07029289,95,67,14,10,123.0,91.0,255,2525,14.0,0.0202450095130533,452,4.5,4.0,500.0,4,1398.181092,69062,True,500.0,1398.181092,0.0,1
