iter	Logloss
268	0.3628487469
269	0.3626179327
270	0.3624067677
271	0.3621675709
272	0.3619544803
273	0.3617514295
274	0.3615180557
275	0.3613369297
276	0.3609094458
277	0.3606365043
278	0.360424998
279	0.3601196433
280	0.3599121085
281	0.3596465923
282	0.3593857886
283	0.3589505877
284	0.3586577925
285	0.358298629
286	0.3580668124
287	0.3577376119
288	0.3575535188
289	0.3571690096
290	0.3568642434
291	0.356539905
292	0.3562710469
293	0.3558352316
294	0.3556344177
295	0.3552735403
296	0.3550502802
297	0.3548454191
298	0.3546289377
299	0.3544486657
300	0.3542054113
301	0.3539048157
302	0.3536730603
303	0.3533853036
304	0.3531507442
305	0.3528677187
306	0.3525658642
307	0.3523435367
308	0.3519783011
309	0.3517458054
310	0.351403075
311	0.3511805277
312	0.350931102
313	0.3507264763
314	0.3504675962
315	0.3501244118
316	0.3499658337
317	0.3497416919
318	0.3494807107
319	0.3491522058
320	0.3488073614
321	0.3484491484
322	0.3480246818
323	0.3476802146
324	0.3474070186
325	0.3471282244
326	0.3469296292
327	0.3465891404
328	0.346383673
329	0.34612316
330	0.3458395085
331	0.3455654143
332	0.3453785314
333	0.345192419
334	0.345003733
335	0.3446631434
336	0.3443666754
337	0.3441308994
338	0.3439128484
339	0.3436067873
340	0.3433513075
341	0.3429070733
342	0.3427022443
343	0.3423406237
344	0.3420192946
345	0.3418135143
346	0.3415326966
347	0.3412748915
348	0.3409807383
349	0.3407534134
350	0.3404438817
351	0.3402492241
352	0.3400592085
353	0.3399215517
354	0.339553868
355	0.3392630112
356	0.3389721116
357	0.3386894793
358	0.338414566
359	0.3382457565
360	0.3380741585
361	0.3377890864
362	0.337580374
363	0.3374074923
364	0.3372049929
365	0.3369409535
366	0.3366054648
367	0.3363116109
368	0.3360717421
369	0.335797365
370	0.3354651321
371	0.3351983949
372	0.3349159948
373	0.3347644605
374	0.3344719868
375	0.3342859695
376	0.3340198182
377	0.3338754881
378	0.3336496347
379	0.3334557185
380	0.3332608171
381	0.3330880181
382	0.332927871
383	0.3325981395
384	0.3323640116
385	0.3321544305
386	0.3319602333
387	0.3317740895
388	0.3316305205
389	0.3314318334
390	0.3311761231
391	0.3309508087
392	0.3306000659
393	0.3303855583
394	0.3301795712
395	0.3300194804
396	0.3297949206
397	0.3295392807
398	0.3293426191
399	0.3291243553
400	0.3288674353
401	0.3286101083
402	0.3283587971
403	0.3280361388
404	0.3278906127
405	0.3277088184
406	0.3275069149
407	0.327257599
408	0.3270637004
409	0.3268626186
410	0.3266757312
411	0.3264278127
412	0.3262135798
413	0.3259786234
414	0.3257166392
415	0.3254736933
416	0.3252376124
417	0.3250420549
418	0.3248166803
419	0.3245067748
420	0.3242941695
421	0.3240785762
422	0.3238728596
423	0.3236756145
424	0.3235235963
425	0.3234106891
426	0.3232470078
427	0.3230153222
428	0.3227320277
429	0.3225440813
430	0.3222320283
431	0.3219355909
432	0.3217770623
433	0.3216276564
434	0.3214708594
435	0.3212996235
436	0.3210531928
437	0.3209040983
438	0.3206557463
439	0.320402409
440	0.3202583838
441	0.3200512384
442	0.3198032998
443	0.3196018586
444	0.3194937676
445	0.3193017728
446	0.3189104459
447	0.3187026687
448	0.3184904936
449	0.3182680884
450	0.3180099064
451	0.3177431318
452	0.3175460915
453	0.3174011232
454	0.317221101
455	0.3169260761
456	0.3166731884
457	0.3164446007
458	0.3160995023
459	0.3158247206
460	0.3156346512
461	0.3154350815
462	0.315263075
463	0.314963706
464	0.3147586746
465	0.3145773314
466	0.3144203234
467	0.3142902804
468	0.314071996
469	0.3139255423
470	0.313664248
471	0.3135347256
472	0.31324252
473	0.3130542876
474	0.3128784627
475	0.3127126744
476	0.31254838
477	0.3123290575
478	0.3121287499
479	0.3118902443
480	0.3117266656
481	0.3115428691
482	0.311280493
483	0.310982258
484	0.3107929698
485	0.3106647231
486	0.310494727
487	0.3103152668
488	0.3101083764
489	0.3097403313
490	0.3096050643
491	0.3093290892
492	0.3091538101
493	0.3089847275
494	0.3087571864
495	0.308555265
496	0.3083455051
497	0.3081628654
498	0.3079431411
499	0.3078203
500	0.30762865
501	0.3073836426
502	0.3072425906
503	0.3070843684
504	0.3068157684
505	0.3066961544
506	0.3065000583
507	0.3063160198
508	0.3060311644
509	0.3058249549
510	0.3056145443
511	0.3054922874
512	0.3052152697
513	0.3050826797
514	0.3048667077
515	0.3047050041
516	0.3044704399
517	0.304283578
518	0.3040981462
519	0.3038809327
520	0.3036843996
521	0.3035193598
522	0.3033427218
523	0.3031955098
524	0.3030616327
525	0.3029608078
526	0.3028304988
527	0.3026949002
528	0.3025820086
529	0.3024553409
530	0.3021394042
531	0.3019560366
532	0.3017496088
533	0.3016256775
534	0.3013302027
535	0.3011773696
536	0.3009634855
537	0.3008437152
538	0.3007045206
539	0.3004605514
540	0.300352892
541	0.300196444
542	0.299988032
543	0.2998294739
544	0.2996623379
545	0.2994963895
546	0.2992899793
547	0.2991862922
548	0.2990580049
549	0.2988080419
550	0.2986778846
551	0.2984882727
552	0.2983615806
553	0.2981460319
554	0.298026098
555	0.2979147553
556	0.2978049192
557	0.2976209381
558	0.2974634296
559	0.2972962144
560	0.2971846081
561	0.2970623351
562	0.296845286
563	0.2966848763
564	0.2964599137
565	0.2963505348
566	0.2961701647
567	0.296058632
568	0.2958625425
569	0.2957153229
570	0.2954523727
571	0.2953244026
572	0.2951772394
573	0.2950032923
574	0.2948145256
575	0.2946058321
576	0.2945125532
577	0.2943760351
578	0.2941298426
579	0.2939938231
580	0.2937629693
581	0.2936323696
582	0.2935316932
583	0.2933497773
584	0.2932027187
585	0.293096532
586	0.2929144616
587	0.2927985031
588	0.2926114353
589	0.2923927389
590	0.2921755326
591	0.2920622826
592	0.291931658
593	0.2917926383
594	0.291597236
595	0.2914116282
596	0.291273992
597	0.2911011458
598	0.2909307192
599	0.2907993691
600	0.2906452941
601	0.2905054617
602	0.2903038211
603	0.2901566551
604	0.2900679949
605	0.2899237238
606	0.2897600495
607	0.2895819428
608	0.2894996266
609	0.2894068898
610	0.2892425826
611	0.2890985134
612	0.2889288763
613	0.2887003212
614	0.2886293914
615	0.2885249313
616	0.2882588879
617	0.2880083103
618	0.2878287251
619	0.2876516208
620	0.2874472585
621	0.2872830029
622	0.2871771367
623	0.2870689029
624	0.2869081887
625	0.2867687956
626	0.286649147
627	0.2864473308
628	0.2863477869
629	0.2861974205
630	0.2860908245
631	0.285963723
632	0.2858404272
633	0.285668221
634	0.2854712689
635	0.2853598372
636	0.2851633705
637	0.2850135846
638	0.2849143606
639	0.284794351
640	0.2845928085
641	0.2844824239
642	0.2843339436
643	0.2842059391
644	0.2840839672
645	0.2838873919
646	0.2836035901
647	0.283451853
648	0.2832932373
649	0.2831480458
650	0.283001701
651	0.2828891341
652	0.2826896571
653	0.2825250621
654	0.2824048888
655	0.2822967561
656	0.2821984346
657	0.2821127742
658	0.2820085064
659	0.2818816313
660	0.2817309587
661	0.2815948019
662	0.2815133039
663	0.2813349242
664	0.2812005717
665	0.2811387646
666	0.2809580388
667	0.280793565
668	0.2806347075
669	0.2804692081
670	0.2802603261
671	0.280126954
672	0.2799736615
673	0.2797919607
674	0.2796381242
675	0.2795268508
676	0.2794238982
677	0.2792627072
678	0.2791467057
679	0.2789580109
680	0.2787903027
681	0.2786749915
682	0.2785628869
683	0.2783894278
684	0.2782733424
685	0.2781284281
686	0.27798167
687	0.2779009694
688	0.2777845621
689	0.277617318
690	0.2774782423
691	0.2773711096
692	0.2771840655
693	0.2771115094
694	0.276969649
695	0.2768412238
696	0.2767359839
697	0.2766414429
698	0.2765585618
699	0.276430747
700	0.2762232022
701	0.2760936874
702	0.275983486
703	0.2758703374
704	0.275748856
705	0.2756415319
706	0.2755015539
707	0.2753629495
708	0.2752545271
709	0.2751790698
710	0.2750285379
711	0.274875119
712	0.2746721737
713	0.2744655969
714	0.2743684442
715	0.2742700693
716	0.2742090252
717	0.2740195806
718	0.2739318472
719	0.2737711239
720	0.2736580713
721	0.2734481564
722	0.2732816154
723	0.2731388143
724	0.2730415218
725	0.2729109337
726	0.27276154
727	0.2726336844
728	0.2725562172
729	0.2724821014
730	0.2723715691
731	0.2722398251
732	0.2720377085
733	0.2719497356
734	0.2718361656
735	0.2716418049
736	0.2715647182
737	0.2714735093
738	0.2713651191
739	0.2712414109
740	0.271133873
741	0.2710241965
742	0.2708698356
743	0.2706885051
744	0.2705406079
745	0.2704090981
746	0.2703046681
747	0.2702035099
748	0.2700746614
749	0.2699019325
750	0.269710222
751	0.269648335
752	0.2694872547
753	0.2693147852
754	0.2691737145
755	0.2691049065
756	0.2689881714
757	0.2688993594
758	0.2687820624
759	0.2686513239
760	0.2684485069
761	0.2683235396
762	0.2681351816
763	0.268023333
764	0.2678631807
765	0.2677144056
766	0.2675087703
767	0.2673895161
768	0.2672779008
769	0.2671280985
770	0.2670362924
771	0.2669020722
772	0.2668447654
773	0.2667690181
774	0.2666348383
775	0.2665167683
776	0.2664139644
777	0.2662650547
778	0.2661200127
779	0.2660088607
780	0.2659117
781	0.265722797
782	0.2655888057
783	0.2654966684
784	0.2653852588
785	0.2653072887
786	0.2652040931
787	0.265070796
788	0.2650001373
789	0.2649113704
790	0.2648349689
791	0.2647481812
792	0.2646298357
793	0.2645292258
794	0.2643508481
795	0.2642347264
796	0.2641395621
797	0.2639957928
798	0.2638594678
799	0.2636914028
800	0.2635847948
801	0.2634527748
802	0.2633396772
803	0.2632084732
804	0.2630546467
805	0.262930143
806	0.2628203339
807	0.2626964861
808	0.2625640559
809	0.2623960883
810	0.2623017399
811	0.2621893744
812	0.2620912662
813	0.2619836181
814	0.2619161146
815	0.2618288077
816	0.2616410168
817	0.261516786
818	0.2614321644
819	0.2612524736
820	0.2611115643
821	0.260976392
822	0.2608144022
823	0.2607243432
824	0.2605920265
825	0.2604663449
826	0.2603478003
827	0.2602279523
828	0.2600994991
829	0.2599283909
830	0.2598599859
831	0.2597376973
832	0.2596481328
833	0.2595610813
834	0.2593874785
835	0.2592263707
836	0.2590957089
837	0.259020249
838	0.2588486866
839	0.2586887647
840	0.2585894614
841	0.2584833908
842	0.2583804741
843	0.2582780928
844	0.2581635859
845	0.2580984643
846	0.2579517414
847	0.2578368193
848	0.2577142669
849	0.2576060383
850	0.257490185
851	0.2573800262
852	0.2572913383
853	0.2571367753
854	0.2570845534
855	0.2570046895
856	0.2568624403
857	0.2566738222
858	0.2566142737
859	0.2565307245
860	0.2564697497
861	0.2563611689
862	0.2562528274
863	0.2560565404
864	0.2559409807
865	0.2558604205
866	0.2557778993
867	0.2557008038
868	0.255563049
869	0.2554520992
870	0.2553184023
871	0.2551857418
872	0.2550729145
873	0.254914683
874	0.2548509736
875	0.2547249369
876	0.2546229609
877	0.2545114785
878	0.2544005878
879	0.2543050644
880	0.2541631496
881	0.2540574665
882	0.2539494593
883	0.2538641571
884	0.2535933689
885	0.2535058026
886	0.2533794541
887	0.2532284401
888	0.2530887968
889	0.2530057646
890	0.2529420706
891	0.2528316787
892	0.2527198189
893	0.2526451487
894	0.2524833369
895	0.2523432888
896	0.2522146046
897	0.2520960843
898	0.2519206542
899	0.2516708872
900	0.2515631506
901	0.2514910409
902	0.2513821983
903	0.2513123639
904	0.2512427007
905	0.2511815473
906	0.2511002849
907	0.2509505303
908	0.2508257879
909	0.2507434005
910	0.2506380491
911	0.2505636681
912	0.2504578849
913	0.2503047295
914	0.2502259875
915	0.2501335027
916	0.2500034959
917	0.2499531137
918	0.2497863568
919	0.2497387184
920	0.2496339492
921	0.2495924236
922	0.2494840615
923	0.249426659
924	0.2493715771
925	0.2493221571
926	0.2492298862
927	0.2491288651
928	0.2490134389
929	0.248912679
930	0.2487952249
931	0.2487002888
932	0.248568115
933	0.2484783094
934	0.248356687
935	0.2482291082
936	0.2480861554
937	0.2479457609
938	0.2478362097
939	0.2477475875
940	0.2476481781
941	0.2475535921
942	0.247516914
943	0.2474462199
944	0.2473034931
945	0.2472370536
946	0.2471511637
947	0.2469973509
948	0.2468309413
949	0.2466908103
950	0.2465699447
951	0.2464776791
952	0.2463924352
953	0.2462198275
954	0.2460488038
955	0.2459267176
956	0.2458684035
957	0.2457869872
958	0.2457104319
959	0.2456059872
960	0.2455158707
961	0.2453795294
962	0.2452792861
963	0.2452040493
964	0.2450840718
965	0.2449921598
966	0.2448713055
967	0.2447521935
968	0.2446341657
969	0.2445264584
970	0.2443557984
971	0.2442670329
972	0.2441753169
973	0.2441424487
974	0.2440173286
975	0.2439461461
976	0.2438413075
977	0.2437769441
978	0.2436911243
979	0.2435965392
980	0.2435396118
981	0.2434255583
982	0.2433466849
983	0.2432932714
984	0.2432255105
985	0.243147732
986	0.24297835
987	0.2428893903
988	0.2427919273
989	0.2427082702
990	0.2425508817
991	0.2424468269
992	0.242392507
993	0.2423413045
994	0.2422655577
995	0.2422091904
996	0.2420888167
997	0.2419540752
998	0.2418488337
999	0.2416482939
